"CancerType","Months0-5","Months6-11","Months12-17","Months18-23","Months24-29","Months30-35"
"Primary high-detection group","3.77 (1.99-5.54, p<0.001)","4.88 (1.82-7.95, p=0.003)","2.87 (0.00-5.74, p=0.050)","1.42 (-2.12-4.97, p=0.412)","1.33 (-3.20-5.86, p=0.547)","0.66 (-3.45-4.77, p=0.742)"
